iter	RMSE
343	9074.618126
344	9065.638505
345	9056.585999
346	9045.874549
347	9031.590932
348	9026.235657
349	9007.072463
350	9001.869824
351	8984.545693
352	8976.238205
353	8965.941786
354	8958.947845
355	8947.405537
356	8933.430987
357	8924.612622
358	8914.401303
359	8908.730209
360	8901.559531
361	8884.929279
362	8881.310369
363	8865.160022
364	8858.61222
365	8853.366673
366	8845.364386
367	8834.508753
368	8823.051995
369	8806.68574
370	8802.449115
371	8795.511221
372	8791.467042
373	8778.526334
374	8762.700241
375	8756.550759
376	8747.86128
377	8743.934817
378	8728.472056
379	8719.924693
380	8706.281132
381	8698.423957
382	8694.15585
383	8690.613293
384	8679.371499
385	8664.432137
386	8652.372768
387	8640.634582
388	8629.915512
389	8618.849804
390	8611.896506
391	8609.632579
392	8596.196627
393	8582.891412
394	8581.100345
395	8558.410741
396	8552.592448
397	8535.619411
398	8524.696227
399	8519.546432
400	8515.046095
401	8500.825081
402	8490.847972
403	8487.847332
404	8482.417138
405	8476.075275
406	8471.164358
407	8463.545655
408	8448.366851
409	8439.907719
410	8437.084828
411	8422.956115
412	8409.839804
413	8404.147857
414	8398.341864
415	8395.772027
416	8391.191908
417	8375.194712
418	8373.024513
419	8367.07138
420	8358.708332
421	8356.649548
422	8347.501348
423	8342.141308
424	8331.168259
425	8316.263944
426	8302.934571
427	8299.456579
428	8291.903184
429	8283.480316
430	8278.996011
431	8266.514404
432	8264.169117
433	8261.658397
434	8246.641148
435	8237.102511
436	8228.619581
437	8221.22554
438	8216.150505
439	8209.494244
440	8190.683163
441	8184.324594
442	8170.455224
443	8165.730339
444	8156.419597
445	8148.569492
446	8142.591693
447	8140.773669
448	8135.494894
449	8131.351746
450	8124.907447
451	8113.487782
452	8107.102804
453	8101.549601
454	8097.550218
455	8083.363286
456	8073.195594
457	8063.060232
458	8055.979016
459	8046.732949
460	8033.17876
461	8024.381243
462	8020.201706
463	8011.551491
464	8000.816905
465	7991.26364
466	7979.561204
467	7975.476056
468	7969.757588
469	7962.015333
470	7960.21344
471	7950.130821
472	7939.007563
473	7928.6384
474	7921.500295
475	7919.23255
476	7903.716295
477	7901.294642
478	7895.978888
479	7890.301476
480	7881.442146
481	7876.283588
482	7868.479749
483	7858.350709
484	7851.657179
485	7848.330035
486	7838.746302
487	7831.752343
488	7824.736991
489	7810.930334
490	7806.21559
491	7800.23433
492	7791.651674
493	7771.737416
494	7762.254176
495	7759.244372
496	7750.342658
497	7745.387736
498	7736.008526
499	7728.840186
500	7720.266887
501	7714.971516
502	7706.937284
503	7701.858681
504	7696.481952
505	7681.056398
506	7672.336878
507	7658.596846
508	7649.248342
509	7642.682947
510	7637.850718
511	7635.084169
512	7626.57087
513	7618.823622
514	7610.410092
515	7603.185467
516	7598.900253
517	7592.257633
518	7588.234548
519	7581.321969
520	7572.164098
521	7560.511515
522	7555.877116
523	7548.237904
524	7541.916934
525	7534.83933
526	7532.760343
527	7526.272627
528	7521.38731
529	7516.548623
530	7509.351027
531	7496.868854
532	7488.586755
533	7479.429822
534	7475.400137
535	7470.533209
536	7469.183281
537	7460.482832
538	7451.348767
539	7450.627188
540	7435.456539
541	7431.382776
542	7425.35018
543	7419.920461
544	7414.785362
545	7409.275612
546	7400.517303
547	7394.274281
548	7390.970657
549	7384.28784
550	7382.329589
551	7374.580359
552	7367.081392
553	7363.468431
554	7355.166883
555	7350.04549
556	7344.187559
557	7334.436647
558	7325.27173
559	7315.504452
560	7310.444997
561	7305.808848
562	7296.126771
563	7287.709823
564	7279.63578
565	7273.400959
566	7261.990372
567	7251.894781
568	7247.620519
569	7246.134714
570	7236.341417
571	7227.176375
572	7218.973481
573	7208.061369
574	7201.804982
575	7200.111387
576	7197.351312
577	7192.909884
578	7185.126651
579	7183.800816
580	7180.032455
581	7171.749286
582	7168.546278
583	7162.489212
584	7157.843076
585	7154.23012
586	7143.715848
587	7134.46321
588	7124.606228
589	7117.081821
590	7105.88409
591	7097.542924
592	7094.467864
593	7091.824221
594	7090.406631
595	7089.432632
596	7083.9759
597	7078.764659
598	7073.246399
599	7065.9713
600	7064.033399
601	7060.993909
602	7056.311404
603	7050.776848
604	7048.10716
605	7045.636707
606	7043.448641
607	7039.391151
608	7038.279997
609	7034.843477
610	7028.762362
611	7026.307537
612	7024.840086
613	7019.150791
614	7016.636523
615	7008.46498
616	7000.398122
617	6998.243729
618	6983.762561
619	6980.051916
620	6976.002734
621	6965.493765
622	6960.65533
623	6954.960926
624	6953.79314
625	6945.967463
626	6942.822432
627	6936.873331
628	6935.789057
629	6929.418959
630	6921.913942
631	6917.847884
632	6914.416448
633	6913.70515
634	6904.923543
635	6898.959654
636	6895.354637
637	6890.645148
638	6884.74063
639	6879.801079
640	6875.739098
641	6867.873615
642	6860.313007
643	6857.802987
644	6854.241123
645	6848.996952
646	6841.569142
647	6836.153828
648	6828.698437
649	6818.014029
650	6808.590898
651	6804.301379
652	6798.74779
653	6794.361888
654	6791.107668
655	6784.085896
656	6776.770068
657	6772.988466
658	6765.506068
659	6756.512644
660	6754.174513
661	6749.61324
662	6743.969802
663	6741.471163
664	6735.067637
665	6733.428383
666	6732.909953
667	6729.042053
668	6726.202585
669	6718.323919
670	6713.89101
671	6708.465695
672	6703.857595
673	6698.457064
674	6695.452305
675	6690.888617
676	6689.721274
677	6683.660311
678	6677.554165
679	6673.684447
680	6671.869
681	6664.006784
682	6662.640549
683	6660.564626
684	6654.840402
685	6651.669138
686	6644.892541
687	6638.820645
688	6634.311793
689	6632.899193
690	6628.196334
691	6625.175917
692	6620.492036
693	6613.188105
694	6607.340186
695	6604.398879
696	6588.646328
697	6586.306914
698	6579.677468
699	6575.841173
700	6571.301511
701	6557.937702
702	6553.162158
703	6546.569214
704	6541.283292
705	6536.942803
706	6532.057486
707	6530.631507
708	6525.512853
709	6523.390918
710	6522.427436
711	6520.37793
712	6513.825559
713	6513.003246
714	6508.626801
715	6503.028825
716	6500.862711
717	6497.22043
718	6492.343356
719	6485.508139
720	6482.78429
721	6477.917382
722	6470.318025
723	6464.967221
724	6461.339983
725	6460.5858
726	6456.274595
727	6450.339532
728	6441.650066
729	6433.323118
730	6428.507075
731	6425.373754
732	6419.19622
733	6413.390852
734	6407.084251
735	6404.388233
736	6399.086237
737	6396.045522
738	6393.782396
739	6385.575891
740	6382.721453
741	6378.904448
742	6376.410436
743	6370.442085
744	6367.31993
745	6363.388569
746	6362.088425
747	6356.802993
748	6349.400233
749	6345.329314
750	6340.148978
751	6335.199432
752	6331.50899
753	6328.450508
754	6324.538556
755	6318.247194
756	6316.491691
757	6308.069343
758	6300.371292
759	6295.600714
760	6288.866116
761	6285.626475
762	6281.651175
763	6280.667557
764	6274.866973
765	6266.756656
766	6263.672749
767	6260.490816
768	6253.361481
769	6251.325119
770	6245.314333
771	6242.1101
772	6239.504915
773	6234.96712
774	6230.733057
775	6229.263174
776	6227.415632
777	6224.196915
778	6218.357218
779	6212.925652
780	6208.080269
781	6204.013081
782	6201.29266
783	6196.661147
784	6195.1572
785	6185.232717
786	6181.920345
787	6176.756397
788	6171.520253
789	6168.991667
790	6162.171828
791	6159.93059
792	6150.07427
793	6149.456225
794	6145.509073
795	6137.90382
796	6133.3423
797	6131.195778
798	6124.544278
799	6121.954748
800	6115.741728
801	6113.374245
802	6112.64605
803	6108.191721
804	6105.964318
805	6104.844741
806	6098.91277
807	6096.165718
808	6087.015887
809	6076.109772
810	6074.895498
811	6072.771904
812	6070.315617
813	6067.637968
814	6065.384025
815	6061.091227
816	6058.041945
817	6054.069575
818	6050.359439
819	6048.007837
820	6042.469367
821	6040.669892
822	6034.783596
823	6030.982633
824	6025.137901
825	6021.820853
826	6012.779299
827	6009.050113
828	6004.830866
829	6001.100469
830	5999.039515
831	5993.180341
832	5988.525995
833	5988.085959
834	5983.627861
835	5977.201778
836	5973.004905
837	5972.086706
838	5967.267243
839	5962.340452
840	5961.693894
841	5957.97086
842	5946.423776
843	5942.638683
844	5940.41495
845	5936.946145
846	5932.537273
847	5930.747737
848	5930.247684
849	5925.918802
850	5922.925893
851	5920.640013
852	5912.543452
853	5909.477643
854	5908.452265
855	5906.628955
856	5902.340473
857	5896.269445
858	5889.869345
859	5886.528222
860	5881.811905
861	5879.018479
862	5874.143649
863	5871.220953
864	5866.415921
865	5860.655811
866	5859.200785
867	5854.634768
868	5849.574152
869	5846.268451
870	5844.97153
871	5839.87424
872	5839.187918
873	5834.975347
874	5831.684679
875	5828.158614
876	5822.786746
877	5819.451686
878	5816.199016
879	5812.785691
880	5806.174347
881	5802.30902
882	5802.04098
883	5801.555392
884	5797.000459
885	5792.413981
886	5786.862044
887	5784.826751
888	5783.805023
889	5781.370865
890	5778.956417
891	5775.813233
892	5771.224188
893	5769.04373
894	5766.808468
895	5764.588363
896	5758.222508
897	5757.507611
898	5751.885448
899	5749.684268
900	5745.421043
901	5743.149507
902	5740.998262
903	5739.472957
904	5734.640313
905	5731.320958
906	5728.99753
907	5726.819268
908	5724.017432
909	5720.046811
910	5716.491222
911	5715.918144
912	5714.86849
913	5711.404214
914	5709.853619
915	5706.982172
916	5704.661777
917	5699.081871
918	5690.395864
919	5685.189642
920	5682.49318
921	5678.654333
922	5676.658853
923	5675.692023
924	5670.720926
925	5664.826027
926	5662.655299
927	5658.886488
928	5652.394212
929	5650.603921
930	5642.970811
931	5642.189374
932	5639.229701
933	5637.649964
934	5635.298943
935	5631.524576
936	5628.794957
937	5624.143818
938	5622.007411
939	5618.394342
940	5617.242544
941	5611.01981
942	5607.782649
943	5605.135158
944	5600.820472
945	5599.84184
946	5590.785848
947	5587.095786
948	5585.535477
949	5581.285676
950	5577.947015
951	5572.79414
952	5566.297102
953	5565.211218
954	5558.220797
955	5555.138614
956	5551.467785
957	5550.036889
958	5547.431728
959	5544.085914
960	5541.105268
961	5538.483181
962	5535.600863
963	5530.60608
964	5525.631838
965	5524.055465
966	5518.872887
967	5512.425721
968	5511.029699
969	5508.278093
970	5502.854487
971	5493.512328
972	5489.444153
973	5488.577426
974	5483.856881
975	5478.970604
976	5476.534145
977	5474.432367
978	5471.184361
979	5467.88121
980	5465.779991
981	5462.479168
982	5460.496013
983	5458.795414
984	5457.294824
985	5453.896473
986	5449.909747
987	5447.747177
988	5445.044109
989	5442.82389
990	5441.511909
991	5436.762743
992	5432.541304
993	5431.746971
994	5431.338883
995	5427.405699
996	5425.256764
997	5420.78862
998	5418.41669
999	5414.309264
1000	5411.199788
1001	5408.810014
1002	5406.386928
1003	5401.621126
1004	5400.78658
1005	5396.065536
1006	5393.488841
1007	5390.687952
1008	5385.778437
1009	5382.339215
1010	5379.254204
1011	5375.847841
1012	5373.951121
1013	5372.521496
1014	5368.169112
1015	5367.533043
1016	5365.706279
1017	5364.26744
1018	5359.280377
1019	5357.388561
1020	5354.488557
1021	5351.414366
1022	5347.267075
1023	5343.751793
1024	5339.279466
1025	5336.116823
1026	5332.596125
1027	5330.976897
1028	5326.275009
1029	5325.670745
1030	5321.977837
1031	5316.091438
1032	5310.272581
1033	5306.352669
1034	5304.038251
1035	5299.377928
1036	5293.551938
1037	5289.442982
1038	5285.59654
1039	5280.321504
1040	5278.723033
1041	5277.036438
1042	5274.369064
1043	5272.700873
1044	5268.831624
1045	5266.024307
1046	5262.52811
1047	5259.729016
1048	5256.612705
1049	5255.177459
1050	5252.316475
1051	5247.693513
1052	5245.030221
1053	5239.744141
1054	5234.990962
1055	5234.267407
1056	5232.334605
1057	5229.016707
1058	5227.656374
1059	5224.844347
1060	5220.457084
1061	5219.804269
1062	5216.796775
1063	5211.720787
1064	5211.244797
1065	5206.824058
1066	5203.284867
1067	5199.997603
1068	5197.628413
1069	5194.526361
1070	5193.881998
1071	5193.066965
1072	5192.8247
1073	5190.675533
1074	5187.928308
1075	5185.88476
1076	5179.417244
1077	5178.230061
1078	5173.42416
1079	5167.185984
1080	5159.176843
1081	5158.559601
1082	5157.542195
1083	5155.399448
1084	5154.396414
1085	5150.469052
1086	5147.005204
1087	5144.58896
1088	5141.56345
1089	5139.527992
1090	5137.589155
1091	5135.544599
1092	5129.525304
1093	5125.077339
1094	5123.906587
1095	5122.456877
1096	5119.134253
1097	5117.383907
1098	5112.130176
1099	5110.477546
1100	5106.382916
1101	5102.892063
1102	5102.115855
1103	5099.291568
1104	5098.273905
1105	5094.401692
1106	5090.220543
1107	5087.092181
1108	5082.359746
1109	5079.809611
1110	5074.650181
1111	5071.300634
1112	5069.646267
1113	5064.760598
1114	5058.754905
1115	5056.787469
1116	5054.358062
1117	5051.184103
1118	5047.668946
1119	5046.220526
1120	5044.786897
1121	5043.91817
1122	5041.907826
1123	5039.396525
1124	5037.829177
1125	5035.644475
1126	5032.40501
1127	5030.356907
1128	5027.717472
1129	5027.474302
1130	5023.72592
1131	5016.09
1132	5013.031386
1133	5007.801132
1134	5002.414862
1135	4999.848144
1136	4996.33307
1137	4994.766628
1138	4990.64923
1139	4986.119894
1140	4984.41618
1141	4983.220746
1142	4981.367353
1143	4973.639165
1144	4971.549971
1145	4968.452064
1146	4965.069675
1147	4960.717925
1148	4958.702959
1149	4956.861186
1150	4955.536573
1151	4954.04583
1152	4951.128703
1153	4948.901531
1154	4946.347922
1155	4944.814549
1156	4941.958778
1157	4938.357119
1158	4934.37982
1159	4932.294031
1160	4928.722636
1161	4923.01395
1162	4922.255966
1163	4919.286835
1164	4915.164106
1165	4912.403757
1166	4911.606044
1167	4908.814024
1168	4904.275809
1169	4902.166702
1170	4896.220979
1171	4892.866624
1172	4892.032862
1173	4889.973112
1174	4888.395849
1175	4884.855408
1176	4881.235209
1177	4878.43201
1178	4870.763877
1179	4866.623799
1180	4864.46273
1181	4859.539063
1182	4858.116041
1183	4856.659881
1184	4852.445319
1185	4845.841463
1186	4843.680221
1187	4840.547598
1188	4838.604566
1189	4837.97873
1190	4834.310327
1191	4831.148067
1192	4828.50194
1193	4826.548649
1194	4824.564977
1195	4822.924639
1196	4816.347739
1197	4815.429441
1198	4809.827559
1199	4808.70594
1200	4806.573821
1201	4803.850493
1202	4800.462597
1203	4797.58111
1204	4795.345012
1205	4792.532411
1206	4791.937646
1207	4790.975524
1208	4788.078646
1209	4783.820212
1210	4780.160807
1211	4776.242015
1212	4772.335676
1213	4770.239609
1214	4769.877486
1215	4767.088601
1216	4763.934976
1217	4761.137242
1218	4758.052657
1219	4757.548892
1220	4756.195197
1221	4753.685091
1222	4751.788094
1223	4746.496928
1224	4742.780225
1225	4742.204661
1226	4739.747116
1227	4737.686008
1228	4732.846872
1229	4730.965611
1230	4727.022032
1231	4722.670994
1232	4720.836592
1233	4716.223534
1234	4712.056583
1235	4708.484163
1236	4706.299589
1237	4704.245969
1238	4699.557403
1239	4697.782339
1240	4695.535083
1241	4693.628512
1242	4690.255663
1243	4688.119315
1244	4685.419913
1245	4684.130902
1246	4683.276005
1247	4678.58062
1248	4674.190944
1249	4668.83849
1250	4665.25046
1251	4661.51068
1252	4659.319915
1253	4656.54631
1254	4654.204011
1255	4651.906938
1256	4651.414397
1257	4650.546832
1258	4650.102974
1259	4648.260789
1260	4645.623144
1261	4643.041919
1262	4639.374074
1263	4638.186603
1264	4636.783538
1265	4630.205858
1266	4629.306607
1267	4626.108466
1268	4625.053541
1269	4621.599671
1270	4619.711479
1271	4617.751595
1272	4617.256218
1273	4615.351687
1274	4614.326993
1275	4613.726242
1276	4613.305132
1277	4612.602229
1278	4609.742624
1279	4607.433186
1280	4600.329559
1281	4599.340758
1282	4595.765161
1283	4590.944212
1284	4590.127243
1285	4588.723105
1286	4586.168109
1287	4579.437226
1288	4576.480891
1289	4575.198716
1290	4572.423404
1291	4571.036851
1292	4568.243095
1293	4565.874114
1294	4561.636114
1295	4560.490142
1296	4559.103648
1297	4557.176563
1298	4554.701585
1299	4551.911443
1300	4549.496816
1301	4548.162814
1302	4547.241069
1303	4545.799769
1304	4545.599841
1305	4544.366566
1306	4543.169591
1307	4541.014799
1308	4539.897683
1309	4538.265045
1310	4534.295995
1311	4530.167496
1312	4527.043295
1313	4521.095896
1314	4520.610801
1315	4518.413553
1316	4515.040466
1317	4514.633597
1318	4513.78731
1319	4511.411093
1320	4510.619026
1321	4507.990403
1322	4506.800322
1323	4505.249718
1324	4503.780981
1325	4501.19453
1326	4498.044924
1327	4494.866681
1328	4492.479313
1329	4491.132406
1330	4486.48193
1331	4482.017825
1332	4478.287035
1333	4477.381056
1334	4475.788045
1335	4472.713858
1336	4469.319655
1337	4467.290516
1338	4465.242231
1339	4464.477888
1340	4462.478233
1341	4458.625551
1342	4455.43858
1343	4454.384603
1344	4452.505655
1345	4450.309358
1346	4447.650501
1347	4445.541632
1348	4442.788896
1349	4439.121225
1350	4437.752246
1351	4436.943695
1352	4434.077887
1353	4431.917649
1354	4430.000638
1355	4429.120172
1356	4428.290622
1357	4426.353955
1358	4424.430682
1359	4422.300406
1360	4420.404487
1361	4418.810797
1362	4416.554424
1363	4415.619268
1364	4411.640957
1365	4411.28111
1366	4409.216995
1367	4407.128962
1368	4403.704553
1369	4402.137709
1370	4396.685246
1371	4395.736592
1372	4394.400608
1373	4393.801663
1374	4392.576354
1375	4391.912755
1376	4387.5688
1377	4385.92468
1378	4382.813882
1379	4381.321732
1380	4379.871803
1381	4378.656706
1382	4376.756515
1383	4376.479278
1384	4375.850385
1385	4374.221213
1386	4372.191366
1387	4370.403617
1388	4367.966833
1389	4367.010916
1390	4363.04892
1391	4361.48226
1392	4360.676149
1393	4358.763079
1394	4355.948815
1395	4351.483131
1396	4351.166953
1397	4348.327029
1398	4345.889547
1399	4345.656129
1400	4342.962674
1401	4341.736275
1402	4338.697084
1403	4336.299891
1404	4336.123807
1405	4332.896932
1406	4332.001261
1407	4329.250897
1408	4328.486469
1409	4325.31606
1410	4324.171849
1411	4323.385147
1412	4322.56844
1413	4320.656363
1414	4318.659352
1415	4312.027994
1416	4305.981008
1417	4305.862094
1418	4304.630806
1419	4303.431154
1420	4301.727286
1421	4299.533438
1422	4297.685968
1423	4296.042529
1424	4293.077224
1425	4289.292382
1426	4285.771448
1427	4284.528046
1428	4281.55198
1429	4280.06388
1430	4277.439993
1431	4273.796842
1432	4272.702309
1433	4270.713449
1434	4268.341507
1435	4266.479616
1436	4266.031875
1437	4263.358995
1438	4261.577257
1439	4259.433336
1440	4257.734409
1441	4255.804809
1442	4255.174021
1443	4252.445636
1444	4252.26106
1445	4248.11586
1446	4245.474365
1447	4245.231092
1448	4243.240194
1449	4242.138448
1450	4240.127436
1451	4239.726598
1452	4237.301521
1453	4234.68753
1454	4231.416049
1455	4228.63876
1456	4226.041511
1457	4223.641335
1458	4223.122379
1459	4222.747117
1460	4221.597739
1461	4218.783071
1462	4216.71332
1463	4214.782805
1464	4212.582059
1465	4208.371866
1466	4205.975344
1467	4203.036965
1468	4200.796361
1469	4197.741248
1470	4196.373273
1471	4194.634103
1472	4192.484937
1473	4189.055069
1474	4188.68209
1475	4185.299008
1476	4180.575902
1477	4177.064893
1478	4176.124443
1479	4175.758509
1480	4172.265615
1481	4169.935776
1482	4167.744381
1483	4166.653711
1484	4166.491196
1485	4164.507726
1486	4162.1912
1487	4157.495019
1488	4154.729822
1489	4149.740341
1490	4148.533707
1491	4147.764174
1492	4145.31238
1493	4143.929003
1494	4142.310472
1495	4135.885868
1496	4133.964252
1497	4133.474887
1498	4131.380811
1499	4128.556219
1500	4127.525017
1501	4125.337439
1502	4123.853254
1503	4123.067555
1504	4118.479316
1505	4117.858997
1506	4117.198145
1507	4114.752991
1508	4113.030309
1509	4110.22013
1510	4109.341341
1511	4107.096156
1512	4104.753628
1513	4104.2881
1514	4103.633601
1515	4100.820244
1516	4100.186075
1517	4096.06935
1518	4095.528245
1519	4094.008809
1520	4092.356813
1521	4088.714311
1522	4086.056625
1523	4084.673127
1524	4083.275328
1525	4082.383823
1526	4081.205756
1527	4080.300269
1528	4076.032051
1529	4067.977512
1530	4065.653559
1531	4062.091735
1532	4060.495094
1533	4058.42039
1534	4057.036107
1535	4054.202242
1536	4051.501758
1537	4048.494125
1538	4045.694382
1539	4042.974209
1540	4038.972893
1541	4037.816808
1542	4035.270412
1543	4035.212584
1544	4030.408754
1545	4028.106793
1546	4026.63767
1547	4022.291458
1548	4021.817901
1549	4019.392922
1550	4019.172012
1551	4016.991585
1552	4016.537749
1553	4015.216005
1554	4010.86524
1555	4009.221337
1556	4008.096766
1557	4005.370303
1558	4003.337273
1559	4001.505292
1560	4000.368924
1561	4000.219098
1562	3998.125635
1563	3995.664598
1564	3993.329892
1565	3992.112988
1566	3989.696462
1567	3986.065966
1568	3984.552268
1569	3979.946863
1570	3976.254731
1571	3974.175055
1572	3969.775058
1573	3968.536073
1574	3967.458876
1575	3967.034016
1576	3966.318928
1577	3964.510071
1578	3963.477763
1579	3962.854434
1580	3960.887044
1581	3959.795186
1582	3955.58035
1583	3952.221397
1584	3951.902287
1585	3950.01047
1586	3948.438746
1587	3946.088967
1588	3943.791516
1589	3941.031961
1590	3940.31322
1591	3937.994191
1592	3934.761842
1593	3933.890363
1594	3931.463614
1595	3929.847624
1596	3928.562385
1597	3928.239616
1598	3926.788002
1599	3925.429716
1600	3923.946771
1601	3922.261356
1602	3921.234015
1603	3921.095785
1604	3919.521822
1605	3916.371882
1606	3914.556057
1607	3908.093938
1608	3904.994326
1609	3901.615067
1610	3900.528472
1611	3899.496424
1612	3896.542932
1613	3895.981677
1614	3893.278935
1615	3891.634282
1616	3888.755498
1617	3887.781001
1618	3887.219999
1619	3885.431885
1620	3883.969803
1621	3881.795767
1622	3879.283325
1623	3877.111158
1624	3874.24287
1625	3873.464218
1626	3870.845963
1627	3870.457672
1628	3869.858428
1629	3866.941048
1630	3860.739715
1631	3859.391683
1632	3858.385121
1633	3854.681308
1634	3851.420603
1635	3849.385807
1636	3847.54465
1637	3846.439557
1638	3844.515432
1639	3841.390629
1640	3839.367387
1641	3838.793973
1642	3836.437253
1643	3834.343881
1644	3832.749145
1645	3831.502935
1646	3824.828713
1647	3822.573283
1648	3820.948526
1649	3820.35748
1650	3817.361345
1651	3816.263302
1652	3814.118049
1653	3813.817003
1654	3812.856433
1655	3810.321933
1656	3806.134843
1657	3803.04016
1658	3801.550509
1659	3800.914129
1660	3798.491664
1661	3798.139402
1662	3796.675513
1663	3796.428663
1664	3792.830837
